archivo,hoja,columna_excel,bloque_encabezado,nombre_exacto_excel,significado_normalizado,ambito,tabla_columna_bd,schema_pydantic,endpoint,pantalla_control_ui,estado
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AQ,SUP. ADICIONAL → COP´S INSCRITOS,A-P,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AR,SUP. ADICIONAL → COP´S INSCRITOS,Q-I,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AS,SUP. ADICIONAL → COP´S INSCRITOS,S-NL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AT,SUP. ADICIONAL → COP´S INSCRITOS,DOS BOCAS,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AU,OBRAS COMPLEMENTARIAS → COP´S FIRMADOS,M-Q,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AV,OBRAS COMPLEMENTARIAS → COP´S FIRMADOS,A-P,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AW,OBRAS COMPLEMENTARIAS → COP´S FIRMADOS,Q-I,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AX,OBRAS COMPLEMENTARIAS → COP´S FIRMADOS,S-NL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AY,OBRAS COMPLEMENTARIAS → COP´S FIRMADOS,DOS BOCAS,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,AZ,OBRAS COMPLEMENTARIAS → COP´S INGRESADOS,M-Q,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BA,OBRAS COMPLEMENTARIAS → COP´S INGRESADOS,A-P,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BB,OBRAS COMPLEMENTARIAS → COP´S INGRESADOS,Q-I,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BC,OBRAS COMPLEMENTARIAS → COP´S INGRESADOS,S-NL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BD,OBRAS COMPLEMENTARIAS → COP´S INGRESADOS,DOS BOCAS,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BE,OBRAS COMPLEMENTARIAS → COP´S INSCRITOS,M-Q,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BF,OBRAS COMPLEMENTARIAS → COP´S INSCRITOS,A-P,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BG,OBRAS COMPLEMENTARIAS → COP´S INSCRITOS,Q-I,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BH,OBRAS COMPLEMENTARIAS → COP´S INSCRITOS,S-NL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,COP´S COLECTIVOS,BI,OBRAS COMPLEMENTARIAS → COP´S INSCRITOS,DOS BOCAS,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,A,General,PROYECTO,proyecto ferroviario,general,proyecto.nombre_proyecto,Proyecto,/api/proyectos,Selector de contexto · Proyecto,OK
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,B,General,NO. TOTAL DE PARCELAS AFECTADAS,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,C,COP FIRMADOS,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,D,COP FIRMADOS,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,E,COP INGRESO AL RAN,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,F,COP INGRESO AL RAN,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,G,COP INSCRITOS AL RAN,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,H,COP INSCRITOS AL RAN,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,I,CONVENIO MODIFICATORIO FIRMADOS,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,J,CONVENIO MODIFICATORIO FIRMADOS,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,K,CONVENIO MODIFICATORIO INGRESO AL RAN,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,L,CONVENIO MODIFICATORIO INGRESO AL RAN,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,M,CONVENIO MODIFICATORIO INSCRITOS AL RAN,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,N,CONVENIO MODIFICATORIO INSCRITOS AL RAN,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,O,COP AMPLIACIÓN FIRMADOS,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,P,COP AMPLIACIÓN FIRMADOS,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,Q,COP AMPLIACIÓN INGRESO AL RAN,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,R,COP AMPLIACIÓN INGRESO AL RAN,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,S,COP AMPLIACIÓN INSCRITOS,Programado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
PROYECTOS VÍAS SEGUIMIENTO GENERAL.xlsx,INDIVIDUALES,T,COP AMPLIACIÓN INSCRITOS,Realizado,indicador agregado,individual,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,A,General,Num.,orden de hoja,general,—,—,—,No se captura,NO_APLICA
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,B,General,Municipio,municipio,general,municipio.nombre,Municipio,/api/catalogos/municipios,Selector de contexto · MUNICIPIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,C,General,Núcleo agrario,núcleo agrario,general,nucleo_agrario.nombre,NucleoAgrario,/api/proyectos/{id}/nucleos,Selector de contexto · NÚCLEO AGRARIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,D,General,N° de Ejidatarios de acuerdo a padrón,padrón vigente,general,padron_historial.fecha_padron/numero_sujetos,PadronHistorial,/api/nucleos/{id}/padrones,ORV y Padrón · Padrón,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,E,General,Acta de elección inscrita en RAN,seguimiento registral RAN,general,"asamblea/convenio fechas, solicitud y calificación",Asamblea/Convenio,/api/proyecto-nucleo/{id}/asambleas,Asambleas o Convenios · Seguimiento RAN,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,F,Superficie afectable,Tierras de Uso Común ó infraestructura,superficie administrativa en hectáreas,general,afectacion/convenio.superficie_*_ha,Afectacion/Convenio,/api/proyecto-nucleo/{id}/afectaciones,Afectación o Convenio · Superficie (ha),OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,G,Superficie afectable,"Tierras Parceladas (Parcela Escolar, UAIM, de la Juventud, etc.) a favor del ejido",identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,H,General,Asamblea de Anuencia y aprobación de Convenio de ocupación previa COP (fecha),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,I,General,Asamblea de firma de convenio de Ocupación previa y Pago de Indemnización (fecha),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,J,General,Entrega de expediente SICT - Procuraduría Agraria (fecha),entrega de expediente SICT–PA,general,indemnizacion.fecha_entrega_expediente_pa,Indemnizacion,/api/afectaciones/{id}/indemnizacion,Indemnización y Pagos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,K,Ingreso de Expediente al RAN Acta de asamblea,Fecha,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,L,Ingreso de Expediente al RAN Acta de asamblea,N° Solicitud de tramite,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,M,General,Inscipción RAN (fecha y folio),seguimiento registral RAN,general,"asamblea/convenio fechas, solicitud y calificación",Asamblea/Convenio,/api/proyecto-nucleo/{id}/asambleas,Asambleas o Convenios · Seguimiento RAN,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,N,Ingreso de Expediente al RAN Convenio de ocupación previa,Fecha,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,O,Ingreso de Expediente al RAN Convenio de ocupación previa,N° Solicitud de tramite,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,P,General,Inscipción RAN,seguimiento registral RAN,general,"asamblea/convenio fechas, solicitud y calificación",Asamblea/Convenio,/api/proyecto-nucleo/{id}/asambleas,Asambleas o Convenios · Seguimiento RAN,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,Q,General,Observaciones,observaciones operativas,general,observaciones de la entidad correspondiente,Schema de entidad,endpoint del proceso,Detalle del proceso · Observaciones,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,General,R,General,Validación PA/SICT,validación operativa PA/SICT,general,sin atributo inequívoco,—,—,FIFONAFE,DECISION_FUNCIONAL_REQUERIDA
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,A,DATOS GENERALES,NUM.,orden de hoja,general,—,—,—,No se captura,NO_APLICA
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,B,DATOS GENERALES,ENTIDAD,entidad federativa,general,entidad_federativa.nombre,EntidadFederativa,/api/catalogos/entidades,Selector de contexto · ENTIDAD,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,C,DATOS GENERALES,MUNICIPIO,municipio,general,municipio.nombre,Municipio,/api/catalogos/municipios,Selector de contexto · MUNICIPIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,D,DATOS GENERALES,RESIDENCIA,residencia administrativa,general,proyecto_nucleo.residencia,ProyectoNucleo,/api/proyecto-nucleo/{id},General · RESIDENCIA,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,E,DATOS GENERALES,CONSECUTIVO,consecutivo operativo,general,proyecto_nucleo_referencia.valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · CONSECUTIVO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,F,DATOS GENERALES,NÚCLEO AGRARIO,núcleo agrario,general,nucleo_agrario.nombre,NucleoAgrario,/api/proyectos/{id}/nucleos,Selector de contexto · NÚCLEO AGRARIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,G,DATOS GENERALES,E/C,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,H,DATOS GENERALES,NOMBRE DE LA PERSONA ORGANIZADORA AGRARIA RESPONSABLE,persona organizadora agraria responsable,general,proyecto_nucleo.responsable_nombre,ProyectoNucleo,/api/proyecto-nucleo/{id},General · PERSONA ORGANIZADORA RESPONSABLE,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,I,DATOS GENERALES,DATOS DE CONTACTO (TELÉFONO),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,J,DATOS GENERALES,TIPO DE PARCELA (INDIVIDUAL),identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,K,DATOS GENERALES,NO. DE PARCELA,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,L,DATOS GENERALES,NO. DE PARCELA PPT,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,M,DATOS GENERALES,NOMBRE DE LA PERSONA TITULAR DE LA PARCELA,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,N,DATOS GENERALES,CONSTANCIA DE VIGENCIA DE DERECHOS (FECHA),constancia de vigencia de derechos,individual,parcela.constancia_vigencia_fecha + documento,Parcela,/api/nucleos/{id}/parcelas,Parcelas · Vigencia de derechos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,O,DATOS GENERALES,CERTIFICADO PARCELARIO,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,P,DATOS GENERALES,FOLIO DE DERECHOS,folio de derechos,individual,parcela.folio_derechos,Parcela,/api/nucleos/{id}/parcelas,Parcelas · Folio de derechos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,Q,General,CLAVE DEL TRAMO,referencia histórica del tramo,general,proyecto_nucleo_referencia.tipo/valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · Referencias del tramo,REFERENCIA_LEGACY
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,R,General,NÚMERO DE TRAMO,referencia histórica del tramo,general,proyecto_nucleo_referencia.tipo/valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · Referencias del tramo,REFERENCIA_LEGACY
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,S,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO FIRMADO (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,T,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO MONTO 90%,monto 90 por ciento,general,convenio.monto_90,Convenio,/api/convenios/{id},Convenios · MONTO 90%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,U,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO MONTO 100%,monto 100 por ciento,general,convenio.monto_100,Convenio,/api/convenios/{id},Convenios · MONTO 100%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,V,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,MONTO BDT,monto BDT,general,convenio.monto_bdt,Convenio,/api/convenios/{id},Convenios · MONTO BDT,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,W,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,TRIMESTRE,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,X,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO INGRESADO AL RAN (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,Y,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,NO. DE SOLICITUD DE INGRESO,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,Z,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,TRIMESTRE2,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AA,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CALIFICACIÓN REGISTRAL,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AB,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO INSCRITO EN EL RAN (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AC,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,TRIMESTRE22,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AD,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,SUPERFICIE TOTAL (HA).,superficie administrativa en hectáreas,general,afectacion/convenio.superficie_*_ha,Afectacion/Convenio,/api/proyecto-nucleo/{id}/afectaciones,Afectación o Convenio · Superficie (ha),OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AE,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO MODIFICATORIO-INSCRIPCIÓN,CONVENIO MODIFICATORIO (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AF,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO MODIFICATORIO-INSCRIPCIÓN,CONVENIO MONTO 90%2,monto 90 por ciento,general,convenio.monto_90,Convenio,/api/convenios/{id},Convenios · MONTO 90%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AG,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO MODIFICATORIO-INSCRIPCIÓN,CONVENIO MONTO 100% 2,monto 100 por ciento,general,convenio.monto_100,Convenio,/api/convenios/{id},Convenios · MONTO 100%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AH,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,TRIMESTRE4,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
